#Gene	Gene Description	DIU Result	Q-Value	Major Isoform Switching	Switching Times	2 T1 MeanExpLevel	2 T2 MeanExpLevel	2 T3 MeanExpLevel
ECI1	ECI1	Not DIU	0.17106	NO		1106.47	1226.31	1074.67
ECI2	ECI2	Not DIU	0.72227	NO		8048.73	9748.79	14721.8
ECM1	ECM1	Not DIU	0.61638	YES	1	111.52	101.33	70.56
ECPAS	ECPAS	Not DIU	0.86652	NO		1644.92	2002.72	2057.97
EDC3	EDC3	Not DIU	0.52895	NO		87.94	72.5	96.69
EDC4	EDC4	Not DIU	0.32228	NO		221.31	185.06	195.58
EDRF1	EDRF1	Not DIU	0.98061	NO		207.08	224.97	210.12
EEA1	EEA1	Not DIU	0.77446	NO		1206.31	1276.94	925.65
EED	EED	Not DIU	0.95804	NO		170.73	174.3	176.87
EEF1AKMT1	EEF1AKMT1	Not DIU	0.98558	YES	2	140.88	139.11	152.65
EEF1AKMT2	EEF1AKMT2	DIU	0.040165	NO		58.4	61.1	70.54
EEF1E1	EEF1E1	Not DIU	0.56997	NO		36.05	49.61	53.21
EEF2K	EEF2K	Not DIU	0.85395	YES	3	235.85	246.2	230.51
EEF2KMT	EEF2KMT	Not DIU	0.66541	NO		82.93	75.84	60.43
EEPD1	EEPD1	Not DIU	0.18008	YES	3	215.41	169.98	355.04
EFCAB14	EFCAB14	Not DIU	0.91787	YES	2	548.18	523.76	464.51
EFCAB7	EFCAB7	Not DIU	0.77275	NO		78.01	72.31	95.35
EFR3A	EFR3A	Not DIU	0.65226	NO		887.4	1028.06	878.78
EFTUD2	EFTUD2	Not DIU	0.89671	YES	3	358.54	334.62	431.25
EGFR	EGFR	Not DIU	0.29684	NO		1534.32	1690.74	1075.08
EGLN2	EGLN2	DIU	3.5261E-7	YES	2	211.96	215.38	228.25
EHBP1	EHBP1	Not DIU	0.52232	YES	3	516.7	585.98	844.71
EHBP1L1	EHBP1L1	Not DIU	0.1309	YES	1	79.82	69.44	68.76
EHD2	EHD2	Not DIU	0.94935	NO		46.74	26.82	39.17
EHHADH	EHHADH	Not DIU	0.94418	NO		11139.81	11664.4	5914.75
EHMT2	EHMT2	Not DIU	0.51281	NO		137.61	89.79	82.88
EI24	EI24	Not DIU	0.43487	YES	3	413.03	412.41	236.06
EIF1AD	EIF1AD	Not DIU	0.77039	YES	2	73.98	73.72	89.64
EIF1AX	EIF1AX	Not DIU	0.17179	YES	3	512.08	570.26	511.18
EIF2A	EIF2A	Not DIU	0.2604	NO		1177.52	1379.18	1235.06
EIF2AK1	EIF2AK1	Not DIU	0.9419	NO		318.25	318.3	219.47
EIF2AK2	EIF2AK2	Not DIU	0.39659	NO		287.6	338.15	377.08
EIF2AK3	EIF2AK3	Not DIU	0.30199	YES	3	224.12	277.1	227.35
EIF2AK4	EIF2AK4	Not DIU	0.63495	NO		180.07	206.12	140.01
EIF2B1	EIF2B1	Not DIU	0.93794	NO		158.85	165.74	187.02
EIF2B3	EIF2B3	Not DIU	0.80412	NO		66.48	74.36	60.78
EIF2B4	EIF2B4	Not DIU	0.6651	NO		91.29	131.13	83.38
EIF2D	EIF2D	Not DIU	0.75591	NO		269.55	261.79	287.77
EIF2S2	EIF2S2	Not DIU	0.43509	NO		516.82	598.4	674.11
EIF3A	EIF3A	Not DIU	0.54123	NO		1553.11	1530.29	1535.8
EIF3B	EIF3B	Not DIU	0.58911	NO		630.71	657.49	510.5
EIF3E	EIF3E	Not DIU	0.58028	NO		1141.59	1458.74	1343.18
EIF3E_LOC113252826	EIF3E_LOC113252826	Not DIU	0.99223	NO		105.15	88.79	103.19
EIF3F	EIF3F	Not DIU	0.90555	NO		857.86	867.01	968.84
EIF3J	EIF3J	Not DIU	0.64544	NO		354.32	406.73	439.67
EIF3L	EIF3L	Not DIU	0.085205	NO		955.58	1112.14	1091.22
EIF3M	EIF3M	Not DIU	0.70353	NO		1447.05	1694.24	1516.81
EIF4A1	EIF4A1	Not DIU	0.94534	NO		1601.27	2063.6	1537.22
EIF4B	EIF4B	Not DIU	0.19506	NO		3472.46	3657.84	3666.86
EIF4E2	EIF4E2	Not DIU	0.31348	YES	2	359.52	389.77	372.83
EIF4E3	EIF4E3	Not DIU	0.14566	NO		103.87	123.59	98.09
EIF4ENIF1	EIF4ENIF1	Not DIU	0.40134	NO		158.75	135.55	162.97
EIF4G1	EIF4G1	DIU	0.0013462	NO		2063.86	2139.64	2245.77
EIF4G2	EIF4G2	Not DIU	0.24373	NO		3438.35	3851.13	2830.15
EIF4G3	EIF4G3	DIU	0.04752	NO		225.87	223.99	286.38
EIF5	EIF5	Not DIU	0.75255	NO		3115.81	2931.63	1963.23
EIF5B	EIF5B	DIU	0.0088073	NO		338.59	372.25	363.03
EIF6	EIF6	Not DIU	0.91185	NO		182.33	212.78	216.1
EIPR1	EIPR1	Not DIU	0.27318	NO		213.16	177.67	196.24
ELAC1	ELAC1	Not DIU	0.59372	NO		175.07	149.14	181.53
ELAVL2	ELAVL2	Not DIU	0.63743	NO		93.01	95.01	150.33
ELF1	ELF1	Not DIU	0.57838	NO		354.63	382.71	366.25
ELF2	ELF2	Not DIU	0.85369	YES	1	632.34	649.47	670.07
ELF3	ELF3	Not DIU	0.52842	NO		90.77	48.92	85.24
ELK1	ELK1	Not DIU	0.72374	NO		187.06	181.02	127.65
ELK4	ELK4	Not DIU	0.93108	NO		1206.68	1329.86	1124.86
ELL	ELL	Not DIU	0.51064	NO		100.5	90.43	129.91
ELL2	ELL2	Not DIU	0.80058	NO		648.04	742.93	1085.87
ELMO1	ELMO1	Not DIU	0.77523	NO		50.49	55.46	51.21
ELMO3	ELMO3	DIU	0.044235	YES	3	446.35	470.73	430.03
ELMOD2	ELMOD2	Not DIU	0.19394	NO		178.65	174.72	95.53
ELMOD3	ELMOD3	Not DIU	0.71484	NO		94.64	75.96	93.28
ELMSAN1	ELMSAN1	Not DIU	0.46076	NO		148.76	122.77	153.74
ELOC	ELOC	DIU	0.0043055	YES	2	67.13	84.82	81.61
ELOF1	ELOF1	DIU	0.028478	YES	3	202.1	207.53	159.09
ELOVL1	ELOVL1	Not DIU	0.67827	NO		274.37	256.56	290.24
ELOVL5	ELOVL5	Not DIU	0.12937	NO		443.51	414.0	385.47
ELOVL6	ELOVL6	DIU	0.0028796	YES	3	2190.12	2314.76	2268.58
ELP1	ELP1	Not DIU	0.28869	NO		323.64	335.5	374.36
ELP2	ELP2	DIU	0.013274	NO		205.45	266.52	254.3
ELP3	ELP3	Not DIU	0.53755	NO		180.71	220.27	194.18
ELP4	ELP4	DIU	0.0069557	YES	3	104.57	107.43	112.1
ELP5	ELP5	Not DIU	0.25789	NO		59.38	65.24	70.5
EMC1	EMC1	Not DIU	0.4105	YES	2	182.68	159.26	204.75
EMC10	EMC10	Not DIU	0.75001	NO		392.25	370.63	364.77
EMC2	EMC2	Not DIU	0.70877	YES	1,3	180.01	248.8	221.92
EMC4	EMC4	Not DIU	0.51733	NO		135.58	141.8	171.14
EMC6	EMC6	Not DIU	0.4745	NO		115.74	125.12	90.97
EMCN	EMCN	Not DIU	0.72227	NO		97.55	106.59	90.27
EMD	EMD	Not DIU	0.36466	NO		142.7	125.86	122.39
EML3	EML3	DIU	0.026342	NO		108.91	103.58	100.66
EML4	EML4	Not DIU	0.41687	NO		342.52	383.47	392.35
EML5	EML5	Not DIU	0.98187	NO		215.47	244.2	307.86
EMP2	EMP2	Not DIU	0.92815	NO		698.65	701.86	530.76
EMSY	EMSY	DIU	0.0071049	YES	1,2	141.41	150.96	160.87
ENAH	ENAH	Not DIU	0.11961	NO		168.54	194.56	124.68
ENDOV	ENDOV	DIU	0.024512	YES	3	67.75	47.64	55.36
ENG	ENG	Not DIU	0.15123	NO		189.09	161.57	113.81
ENO3	ENO3	DIU	0.046561	YES	1	378.33	252.19	234.91
ENOPH1	ENOPH1	Not DIU	0.65505	NO		213.5	242.36	245.32
ENOSF1	ENOSF1	Not DIU	0.53034	NO		481.88	491.89	402.49
ENOX1	ENOX1	Not DIU	0.27504	NO		163.2	209.3	206.07
ENOX2	ENOX2	Not DIU	0.44283	NO		64.37	79.29	88.14
ENPEP	ENPEP	DIU	3.7104E-4	YES	1	1806.63	2404.4	2343.18
ENPP1	ENPP1	Not DIU	0.33918	NO		557.02	504.74	644.27
ENPP2	ENPP2	DIU	0.0033771	NO		186.51	186.0	241.42
ENPP3	ENPP3	Not DIU	0.81118	NO		6437.74	7850.33	7152.85
ENPP4	ENPP4	Not DIU	0.7408	NO		274.55	304.56	242.48
ENSA	ENSA	Not DIU	0.67317	YES	2	700.56	705.09	734.19
ENTPD4	ENTPD4	Not DIU	0.45323	NO		332.62	385.83	341.26
ENTPD6	ENTPD6	Not DIU	0.321	YES	1	84.49	87.59	84.35
ENTR1	ENTR1	Not DIU	0.49877	NO		35.29	39.47	36.53
ENY2	ENY2	Not DIU	0.99415	YES	1	168.72	203.12	184.37
EP400	EP400	Not DIU	0.41354	YES	1	287.9	199.32	297.7
EPB41	EPB41	Not DIU	0.74501	NO		818.43	826.73	564.95
EPB41L1	EPB41L1	Not DIU	0.61552	NO		71.18	50.64	44.25
EPB41L2	EPB41L2	Not DIU	0.74391	YES	1	340.89	391.67	468.18
EPB41L3	EPB41L3	Not DIU	0.51571	NO		62.82	49.7	44.08
EPB41L5	EPB41L5	DIU	7.6234E-5	YES	1,2	978.37	1201.91	626.53
EPC1	EPC1	Not DIU	0.69378	NO		323.0	351.65	367.53
EPC2	EPC2	Not DIU	0.41972	NO		255.06	277.45	297.44
EPG5	EPG5	Not DIU	0.099193	YES	1	813.56	763.56	679.54
EPM2A	EPM2A	Not DIU	0.30787	NO		117.85	102.39	107.83
EPM2AIP1	EPM2AIP1	Not DIU	0.2939	YES	2	432.05	414.12	519.51
EPS15	EPS15	DIU	6.2574E-4	NO		408.45	428.3	271.59
EPS15L1	EPS15L1	Not DIU	0.53618	NO		56.23	38.01	85.86
EPS8	EPS8	Not DIU	0.9631	NO		180.23	235.25	318.0
EPS8L2	EPS8L2	Not DIU	0.71968	NO		459.68	457.53	671.46
EPSTI1	EPSTI1	DIU	0.031729	YES	1	385.01	343.77	473.38
ERAL1	ERAL1	DIU	0.0025642	NO		99.54	101.06	75.65
ERAP1	ERAP1	Not DIU	0.90329	NO		398.99	391.89	453.23
ERAP2	ERAP2	Not DIU	0.84289	NO		50.75	65.35	95.5
ERBB2	ERBB2	Not DIU	0.56193	YES	1	688.66	614.65	566.67
ERBIN	ERBIN	Not DIU	0.54323	NO		868.57	1083.98	980.53
ERC1	ERC1	Not DIU	0.3145	NO		857.56	807.47	693.11
ERCC3	ERCC3	Not DIU	0.15042	YES	1	191.44	178.39	161.96
ERCC4	ERCC4	Not DIU	0.11853	YES	3	352.23	463.31	396.49
ERCC6	ERCC6	Not DIU	0.25045	YES	2	164.22	178.04	253.68
ERCC6L2	ERCC6L2	Not DIU	0.70756	NO		340.37	376.18	371.38
ERCC8	ERCC8	Not DIU	0.37254	NO		90.07	103.21	123.84
ERF	ERF	Not DIU	0.85449	NO		141.56	125.36	135.05
ERG	ERG	Not DIU	0.51761	NO		58.6	71.53	40.32
ERG28	ERG28	Not DIU	0.16939	YES	1	53.39	31.95	36.26
ERGIC1	ERGIC1	Not DIU	0.88286	NO		390.24	332.99	287.58
ERGIC2	ERGIC2	Not DIU	0.053809	NO		386.7	458.01	423.71
ERH	ERH	Not DIU	0.64283	YES	1	179.8	215.02	262.46
ERI2	ERI2	DIU	0.017061	NO		848.21	867.03	818.64
ERI3	ERI3	Not DIU	0.20246	NO		153.7	149.4	165.97
ERICH1	ERICH1	Not DIU	0.98412	NO		80.41	72.37	69.33
ERLEC1	ERLEC1	Not DIU	0.35521	NO		394.51	434.2	423.79
ERLIN2	ERLIN2	Not DIU	0.074507	NO		462.91	438.8	518.47
ERMARD	ERMARD	Not DIU	0.99384	NO		473.41	479.76	561.96
ERMP1	ERMP1	Not DIU	0.87216	NO		213.94	216.59	268.9
ERN1	ERN1	Not DIU	0.66487	YES	1	1181.18	1322.42	1325.19
ERO1A	ERO1A	Not DIU	0.71968	NO		306.38	276.04	227.69
ERP44	ERP44	Not DIU	0.4727	YES	3	628.23	653.19	652.45
ERRFI1	ERRFI1	Not DIU	0.464	YES	1,2	1439.24	1184.65	1496.26
ESAM	ESAM	Not DIU	0.1782	NO		110.6	99.8	100.96
ESCO1	ESCO1	Not DIU	0.6641	NO		260.23	255.77	262.53
ESD	ESD	Not DIU	0.55633	NO		2490.2	2858.63	1998.33
ESF1	ESF1	Not DIU	0.45979	YES	1	109.47	139.73	162.08
ESPN	ESPN	Not DIU	0.89279	NO		154.48	100.64	107.06
ESR1	ESR1	Not DIU	0.61043	NO		763.27	778.47	1468.09
ESS2	ESS2	Not DIU	0.39966	NO		101.42	101.75	91.75
ESYT1	ESYT1	Not DIU	0.73329	NO		203.73	210.89	173.69
ESYT2	ESYT2	Not DIU	0.13558	YES	3	1426.46	1605.26	1434.01
ETAA1	ETAA1	Not DIU	0.81682	NO		107.07	113.36	133.64
ETF1	ETF1	DIU	0.002414	NO		1228.59	1394.3	974.7
ETFA	ETFA	Not DIU	0.95143	NO		2015.1	2198.39	1481.34
ETFB	ETFB	DIU	0.031729	NO		1089.26	948.65	774.24
ETFDH	ETFDH	DIU	0.025366	NO		1812.89	2164.63	2067.79
ETFRF1	ETFRF1	Not DIU	0.97464	NO		298.29	277.16	188.53
ETNK1	ETNK1	DIU	0.020223	NO		244.33	234.19	247.61
ETNK2	ETNK2	Not DIU	0.45785	YES	3	2489.71	2341.42	1517.59
ETS1	ETS1	Not DIU	0.28869	NO		455.91	474.57	537.05
ETS2	ETS2	Not DIU	0.13694	YES	3	338.42	384.77	632.1
ETV1	ETV1	Not DIU	0.97665	NO		44.17	38.51	48.73
ETV3	ETV3	Not DIU	0.91759	NO		103.12	99.2	147.33
ETV6	ETV6	Not DIU	0.59159	YES	2	110.91	103.12	114.29
EVA1A	EVA1A	Not DIU	0.83291	YES	2	907.55	1340.76	1174.73
EVC	EVC	Not DIU	0.46318	NO		64.39	69.65	80.58
EVI5	EVI5	DIU	0.017405	YES	3	402.34	514.9	542.31
EVL	EVL	Not DIU	0.79341	NO		174.08	162.9	141.38
EWSR1	EWSR1	Not DIU	0.62555	NO		1211.65	1120.82	1379.2
EXD2	EXD2	Not DIU	0.70127	YES	3	110.29	92.17	109.34
EXO5	EXO5	Not DIU	0.66837	YES	1,2	46.21	40.92	53.83
EXO5_ZNF684	EXO5_ZNF684	DIU	9.836E-4	YES	3	49.57	28.76	38.48
EXOC1	EXOC1	Not DIU	0.33305	NO		502.35	596.34	599.49
EXOC2	EXOC2	Not DIU	0.25045	YES	1,3	391.48	456.65	456.82
EXOC3	EXOC3	Not DIU	0.57071	YES	1	459.46	441.09	439.41
EXOC4	EXOC4	DIU	4.752E-5	YES	3	472.46	461.2	453.36
EXOC6	EXOC6	Not DIU	0.64108	NO		133.57	128.0	170.85
EXOC6B	EXOC6B	Not DIU	0.3047	NO		151.17	124.19	173.99
EXOC7	EXOC7	Not DIU	0.053809	NO		308.15	306.65	258.37
EXOC8	EXOC8	Not DIU	0.9804	NO		138.53	155.31	152.62
EXOG	EXOG	Not DIU	0.31789	NO		114.12	128.8	142.88
EXOSC1	EXOSC1	Not DIU	0.15146	YES	3	116.8	120.03	119.89
EXOSC10	EXOSC10	Not DIU	0.3186	NO		264.32	257.69	270.59
EXOSC2	EXOSC2	Not DIU	0.1367	YES	1	84.95	121.33	206.51
EXOSC7	EXOSC7	DIU	0.046004	NO		450.74	359.93	223.39
EXOSC8	EXOSC8	Not DIU	0.52185	NO		45.62	48.57	58.32
EXPH5	EXPH5	Not DIU	0.98558	NO		1546.78	1498.26	937.34
EXTL2	EXTL2	Not DIU	0.31468	YES	3	35.36	33.24	48.83
EXTL3	EXTL3	Not DIU	0.27098	NO		91.97	115.03	124.59
EXTL3_LOC113269942	EXTL3_LOC113269942	Not DIU	0.73537	NO		227.53	249.12	229.36
EYA3	EYA3	Not DIU	0.37098	NO		226.6	207.61	233.89
EZH1	EZH1	DIU	0.044548	NO		152.73	121.5	126.99
EZH2	EZH2	Not DIU	0.15923	YES	2	62.09	41.13	32.14
EZR	EZR	Not DIU	0.52232	NO		208.43	287.88	373.07
F12	F12	Not DIU	0.44448	NO		2200.06	1829.08	1465.55
F13B	F13B	Not DIU	0.58196	NO		2289.22	2412.33	2387.29
F8	F8	Not DIU	0.61212	YES	1,3	137.31	112.69	94.84
F9	F9	DIU	0.018558	NO		7194.72	8892.7	7929.46
FADS1	FADS1	DIU	0.0047918	NO		2007.06	939.03	52.31
FADS2	FADS2	Not DIU	0.72795	NO		3620.98	1227.76	1270.73
FAF1	FAF1	Not DIU	0.62682	NO		492.77	489.11	426.68
FAHD1	FAHD1	Not DIU	0.24471	NO		593.3	692.4	506.69
FAIM	FAIM	Not DIU	0.55874	NO		56.09	46.22	76.53
FAM102A	FAM102A	DIU	0.003546	NO		75.57	56.52	137.02
FAM104A	FAM104A	Not DIU	0.64108	NO		119.42	110.68	102.55
FAM107A	FAM107A	Not DIU	0.77621	YES	3	119.83	135.48	82.77
FAM107B	FAM107B	DIU	5.5918E-4	YES	3	787.56	955.96	715.96
FAM110C	FAM110C	Not DIU	0.33782	YES	1,2	153.82	134.12	158.23
FAM111B	FAM111B	Not DIU	0.3524	NO		179.77	219.73	237.5
FAM114A1	FAM114A1	Not DIU	0.37272	NO		206.57	215.73	371.31
FAM114A2	FAM114A2	Not DIU	0.37172	NO		223.58	240.96	197.93
FAM117A	FAM117A	DIU	0.011892	NO		116.64	78.0	92.96
FAM120B	FAM120B	Not DIU	0.98412	YES	1,3	325.3	316.14	387.53
FAM120C	FAM120C	Not DIU	0.99384	NO		319.06	341.51	340.43
FAM122A	FAM122A	Not DIU	0.33527	NO		58.06	52.6	56.67
FAM122B	FAM122B	Not DIU	0.77018	NO		31.68	21.51	22.66
FAM126A	FAM126A	Not DIU	0.76087	NO		212.84	189.73	225.64
FAM126B	FAM126B	Not DIU	0.95681	NO		242.91	294.0	332.1
FAM131A	FAM131A	Not DIU	0.56927	YES	3	23.3	33.3	32.1
FAM133B_LOC113259966	FAM133B_LOC113259966	Not DIU	0.074509	YES	1	168.43	156.59	155.01
FAM135A	FAM135A	Not DIU	0.30923	YES	3	158.84	142.02	117.11
FAM13A	FAM13A	Not DIU	0.13621	NO		3447.69	3456.3	2972.12
FAM13B	FAM13B	DIU	0.012952	YES	1,2,3	237.76	265.5	277.59
FAM149A	FAM149A	Not DIU	0.42481	NO		1508.81	1749.57	1456.0
FAM149B1	FAM149B1	Not DIU	0.37598	YES	3	232.71	231.95	227.38
FAM151B	FAM151B	Not DIU	0.59159	NO		53.51	56.67	54.21
FAM160A1	FAM160A1	Not DIU	0.91787	NO		195.02	162.85	115.25
FAM160A2	FAM160A2	Not DIU	0.12369	YES	3	143.3	115.77	154.06
FAM161A	FAM161A	Not DIU	0.34093	YES	1,3	63.23	70.93	95.82
FAM168A	FAM168A	Not DIU	0.90624	YES	3	517.74	556.78	580.24
FAM168B	FAM168B	Not DIU	0.24055	NO		417.76	460.51	614.77
FAM171A1	FAM171A1	DIU	0.016098	NO		31.93	53.83	174.44
FAM172A	FAM172A	Not DIU	0.072675	NO		297.46	357.52	352.29
FAM173B	FAM173B	Not DIU	0.72389	NO		102.13	101.08	119.91
FAM174A	FAM174A	Not DIU	0.87216	NO		70.02	53.85	62.01
FAM184A	FAM184A	Not DIU	0.84341	NO		84.69	95.09	69.61
FAM185A	FAM185A	Not DIU	0.19394	YES	2	37.19	40.23	42.09
FAM192A	FAM192A	Not DIU	0.18445	NO		117.67	111.6	113.58
FAM193B	FAM193B	Not DIU	0.25403	NO		214.26	183.96	179.57
FAM198A	FAM198A	Not DIU	0.9301	NO		67.03	63.51	43.2
FAM200B	FAM200B	Not DIU	0.31139	NO		95.97	80.87	89.22
FAM204A	FAM204A	Not DIU	0.15946	NO		121.27	162.27	142.78
FAM207A	FAM207A	Not DIU	0.86148	NO		67.99	61.49	56.33
FAM208A	FAM208A	DIU	0.016644	NO		365.4	421.52	432.47
FAM208B	FAM208B	Not DIU	0.37736	YES	1	408.71	445.89	516.81
FAM20A	FAM20A	Not DIU	0.59079	NO		199.12	189.88	210.11
FAM20B	FAM20B	Not DIU	0.91496	NO		239.31	236.7	278.47
FAM210A	FAM210A	Not DIU	0.96888	NO		93.38	98.83	118.91
FAM210B	FAM210B	Not DIU	0.1697	NO		692.43	718.43	476.95
FAM214A	FAM214A	Not DIU	0.88383	YES	2	934.68	915.89	864.31
FAM214B	FAM214B	DIU	0.0057601	YES	2	128.94	104.59	64.17
FAM219B	FAM219B	Not DIU	0.45317	NO		208.25	185.84	222.12
FAM220A	FAM220A	Not DIU	0.12555	NO		70.2	71.44	64.54
FAM222B	FAM222B	Not DIU	0.16146	YES	1,2	27.26	23.82	30.19
FAM227B	FAM227B	Not DIU	0.52233	YES	1,2	83.37	84.64	99.55
FAM234A	FAM234A	Not DIU	0.73173	YES	1	226.42	194.15	134.11
FAM234B	FAM234B	Not DIU	0.24056	NO		70.28	65.26	76.57
FAM3A	FAM3A	Not DIU	0.35318	NO		80.27	71.4	69.14
FAM3C	FAM3C	Not DIU	0.34476	NO		228.56	252.96	362.1
FAM45A	FAM45A	DIU	0.0051882	NO		222.44	203.59	226.87
FAM49B	FAM49B	DIU	0.049391	YES	3	79.43	107.75	102.01
FAM53A	FAM53A	Not DIU	0.88621	NO		122.73	96.7	124.72
FAM53C	FAM53C	Not DIU	0.12142	NO		84.86	87.95	98.25
FAM57A	FAM57A	Not DIU	0.09044	YES	2	63.56	51.0	41.34
FAM76A	FAM76A	Not DIU	0.18036	NO		225.36	252.36	210.4
FAM76B	FAM76B	Not DIU	0.54681	NO		75.76	73.47	63.92
FAM83H	FAM83H	Not DIU	0.9631	NO		319.43	284.07	314.14
FAM92A	FAM92A	Not DIU	0.95024	NO		83.35	110.5	54.97
FAM98A	FAM98A	Not DIU	0.44464	NO		153.01	158.46	171.16
FAN1	FAN1	Not DIU	0.62822	NO		318.94	325.46	348.28
FANCC	FANCC	Not DIU	0.052065	YES	1,2	25.82	19.2	38.98
FANCG	FANCG	Not DIU	0.3089	YES	1,3	65.82	50.14	42.76
FANCI	FANCI	Not DIU	0.87109	YES	1,3	25.46	28.25	36.17
FAR1	FAR1	Not DIU	0.7556	YES	1,2	375.48	415.2	359.52
FARP1	FARP1	Not DIU	0.51428	NO		811.77	745.99	823.97
FARP2	FARP2	Not DIU	0.81446	NO		78.07	70.39	98.29
FARS2	FARS2	Not DIU	0.23318	NO		209.0	210.54	208.71
FARSA	FARSA	DIU	0.0046655	NO		99.27	89.35	100.12
FARSB	FARSB	Not DIU	0.99172	YES	3	255.1	270.84	291.7
FAS	FAS	Not DIU	0.11169	NO		270.08	284.36	354.17
FASTK	FASTK	DIU	0.019924	NO		168.66	155.15	175.99
FASTKD1	FASTKD1	Not DIU	0.15004	YES	2,3	113.41	123.16	96.72
FASTKD2	FASTKD2	Not DIU	0.2726	YES	2	298.68	310.3	365.72
FASTKD5	FASTKD5	Not DIU	0.66541	NO		123.12	141.59	108.01
FAT1	FAT1	Not DIU	0.55649	NO		606.59	813.71	931.11
FAT4	FAT4	Not DIU	0.37172	NO		250.57	242.7	174.7
FAXDC2	FAXDC2	Not DIU	0.51001	NO		159.37	162.13	108.79
FBF1	FBF1	Not DIU	0.13576	NO		67.92	66.24	73.07
FBH1	FBH1	Not DIU	0.75101	NO		359.97	364.73	272.35
FBLN1	FBLN1	Not DIU	0.53556	YES	3	1850.93	1650.06	1120.08
FBLN2	FBLN2	Not DIU	0.22177	YES	1	41.28	24.62	34.74
FBP1	FBP1	DIU	2.951E-5	NO		5372.22	6085.97	6160.55
FBXL17	FBXL17	Not DIU	0.34289	NO		193.59	196.89	205.61
FBXL3	FBXL3	Not DIU	0.39196	NO		305.66	331.98	259.71
FBXL4	FBXL4	Not DIU	0.93063	NO		363.14	367.61	348.4
FBXL5	FBXL5	DIU	0.0017205	NO		1337.27	1522.0	2176.48
FBXO11	FBXO11	DIU	0.016644	NO		499.19	548.24	549.73
FBXO21	FBXO21	Not DIU	0.58514	NO		1152.54	1120.84	679.61
FBXO25	FBXO25	Not DIU	0.18174	NO		213.74	196.64	213.17
FBXO27	FBXO27	Not DIU	0.79669	YES	1	92.92	75.13	57.03
FBXO28	FBXO28	Not DIU	0.82031	NO		369.78	393.26	414.25
FBXO3	FBXO3	Not DIU	0.44206	NO		692.09	776.26	608.73
FBXO31	FBXO31	Not DIU	0.42313	NO		604.38	564.44	212.26
FBXO32	FBXO32	Not DIU	0.97726	NO		265.19	189.9	97.69
FBXO34	FBXO34	DIU	3.6626E-4	YES	3	360.02	447.0	415.09
FBXO38	FBXO38	Not DIU	0.91667	NO		257.71	223.95	273.24
FBXO4	FBXO4	Not DIU	0.55865	YES	2	87.98	83.97	37.4
FBXO42	FBXO42	Not DIU	0.6161	NO		103.71	96.18	111.7
FBXO47	FBXO47	Not DIU	0.68893	YES	1,3	38.89	36.12	37.27
FBXO6	FBXO6	Not DIU	0.51088	YES	2	162.42	141.95	121.24
FBXO7	FBXO7	Not DIU	0.92751	NO		134.85	134.78	128.55
FBXO8	FBXO8	Not DIU	0.61426	NO		174.17	200.53	186.53
FBXO9	FBXO9	Not DIU	0.37302	YES	3	956.92	980.64	1182.32
FBXW11	FBXW11	Not DIU	0.85258	NO		302.36	338.95	360.71
FBXW12	FBXW12	Not DIU	0.6293	YES	1	327.12	294.37	250.67
FBXW2	FBXW2	DIU	0.044235	YES	3	1633.0	1411.47	1337.21
FBXW7	FBXW7	Not DIU	0.67286	NO		110.03	128.94	140.37
FCAMR	FCAMR	Not DIU	0.48487	NO		931.23	782.66	199.64
FCF1	FCF1	Not DIU	0.34093	NO		160.98	176.5	178.02
FCGR2B	FCGR2B	Not DIU	0.1619	NO		303.63	390.29	178.71
FCHSD2	FCHSD2	Not DIU	0.67094	NO		259.96	230.62	232.81
FDFT1	FDFT1	Not DIU	0.63174	NO		1087.71	789.16	605.62
FDPS	FDPS	Not DIU	0.18882	YES	3	1726.8	1166.89	315.72
FDX1	FDX1	Not DIU	0.54618	YES	2,3	652.85	724.6	246.55
FDXR	FDXR	DIU	3.5261E-7	NO		136.41	133.11	50.7
FEM1B	FEM1B	Not DIU	0.89462	NO		510.03	519.16	537.13
FEM1C	FEM1C	Not DIU	0.53624	NO		317.59	427.52	549.16
FEN1	FEN1	Not DIU	0.053346	NO		64.7	62.53	68.51
FER	FER	Not DIU	0.20793	NO		197.21	216.84	180.03
FER1L6	FER1L6	Not DIU	0.15592	YES	1,2	201.78	204.11	185.84
FERMT2	FERMT2	Not DIU	0.1712	NO		768.18	926.93	1168.92
FGA	FGA	Not DIU	0.88226	NO		94329.47	110194.49	184729.84
FGD5	FGD5	Not DIU	0.10321	YES	3	240.48	228.38	258.35
FGD6	FGD6	Not DIU	0.65554	NO		358.23	394.17	332.74
FGF1	FGF1	Not DIU	0.44857	NO		55.24	51.65	35.94
FGFBP1	FGFBP1	Not DIU	0.96646	YES	1,3	45.02	66.41	80.83
FGFR1	FGFR1	Not DIU	0.73659	YES	1,3	63.64	56.06	51.33
FGFR1OP2	FGFR1OP2	Not DIU	0.77895	NO		303.66	352.56	313.4
FGFR2	FGFR2	Not DIU	0.77169	NO		499.09	613.15	663.34
FGFR3	FGFR3	DIU	0.0094806	NO		244.31	242.48	394.99
FGFR4	FGFR4	Not DIU	0.65017	YES	2	250.71	233.26	275.03
FGFRL1	FGFRL1	Not DIU	0.67994	NO		196.01	170.3	172.28
FGG	FGG	Not DIU	0.26981	NO		45312.73	52730.94	84734.27
