p.value	R.squared
NPC1L1	2.06809535781663e-12	0.762674294800585
NPTN	2.66357428768425e-09	0.735906320293221
NR2F6	6.08357856149898e-10	0.708717920845251
NR5A2	1.321677046459e-10	0.744119097816239
NRDC	2.48159308529696e-09	0.712013981283385
NSDHL	4.00342982416584e-13	0.772934888143012
NTAN1	1.59838474010302e-09	0.736888643056027
NUDT19	9.71152164507116e-12	0.785339397993753
NUDT3	8.55228744287234e-23	0.877397376218074
NUP205	4.77223079534071e-12	0.765738385883586
NUS1	2.75731359098772e-12	0.768138881360245
NYNRIN	4.32492293899413e-24	0.885776239223113
OAT	8.00568031082059e-47	0.93364688317307
OGFRL1	3.65302091799752e-12	0.757183234598136
OTC	6.85384903398435e-23	0.880170139255856
P4HB	8.23897180601585e-17	0.84866217258999
PAPSS2	1.12684021888707e-18	0.866806176603537
PAQR7	2.97021955462094e-20	0.861634177297328
PAQR9	3.25773891909145e-14	0.797109298088736
PARD3B	1.93573605664128e-18	0.852881523127522
PC	5.93798665186063e-27	0.898503158034844
PCBP2	9.84256565846367e-21	0.868984759197691
PCCB	1.26627261136117e-31	0.910747373856066
PCGF5	1.5212925848666e-14	0.820868015603235
PCMTD2	8.36812456455569e-16	0.833244049806508
PDCL3	8.51568689702488e-16	0.805489326251391
PDK1	1.56855352551098e-11	0.79729090054054
PDLIM3	3.8084671821065e-09	0.723120443525042
PEBP1	3.36652830199698e-09	0.701636212304533
PER2	4.17530481109131e-10	0.712056702269352
PER3	3.44288024127271e-10	0.730178872754297
PERP	1.74841235111584e-09	0.71775303285856
PGLYRP2	5.79225830988337e-19	0.834296047175195
PGM2	3.21781952977199e-14	0.800243056986981
PHACTR2	1.0015814550853e-09	0.728492404371194
PHYHIPL	2.85143305408869e-10	0.740173805814998
PIGR	4.94482150401128e-29	0.885210527825107
PIGY	1.07252242821128e-14	0.816701933890767
PIK3R1	2.98091498403991e-16	0.815474392876137
PINK1	9.02399904292167e-15	0.823372302687816
PKLR	2.75730570179455e-14	0.785184855370815
PLA2G7	3.40574288482522e-24	0.860743944180939
PLBD2	2.4594530200036e-17	0.847666557794511
PLCXD1	7.37310845284971e-11	0.745614153545867
PLIN2	2.85606602996612e-10	0.756102848091847
PLOD1	2.11802591087094e-09	0.720389979475325
PLS1	1.18176342561575e-14	0.793941835121595
PM20D1	2.82034576564455e-08	0.73239951777848
PMM1	1.31986595725027e-08	0.717149568983482
PMPCB	1.08205302636398e-13	0.810540580192191
PNPLA4	4.25912507540577e-10	0.731644110392488
POFUT1	1.33416919246672e-09	0.739286001402858
POLDIP3	3.37923151180324e-08	0.700640833875658
POLR2M	7.14853512065928e-13	0.8008898278227
PPA2	4.35550026394262e-08	0.713169406820533
PPDPF	5.27414869594086e-10	0.767007717112071
PPM1A	8.39861735409492e-08	0.703336075098424
PPM1D	4.78950627052478e-08	0.712079357046729
PPP1R16A_GPT	1.19888583990973e-23	0.865912164342727
PPP1R9A	3.51143939181547e-15	0.792535901907014
PRDX1	5.34470178022847e-12	0.780994101884204
PRDX3	3.79340046993353e-12	0.784507568703081
PRDX6	2.10407560289571e-16	0.837645235331584
PRKAG1	9.85392031559175e-21	0.848770333250708
PRKX	1.15811655654692e-08	0.711705099050007
PRODH2	1.48069573213781e-10	0.732337376330024
PROS1	4.26247101575429e-15	0.806767956525915
PSAT1	5.11767283740863e-18	0.836391063835314
PSD3	5.04651472522469e-09	0.728491298457814
PSMB5	3.88519852285284e-08	0.709389343913086
PSMD9	4.84581916815783e-09	0.728358509532993
PSPC1	1.68117228888842e-10	0.729567812534679
PTGES2	4.92934925232775e-11	0.74817417324692
PUM2	1.62006703256272e-10	0.726764049965821
PXMP2	3.73816701706049e-20	0.863949064108022
PYGB	1.78363516181919e-11	0.750042164458753
PYGL	2.14490019804865e-12	0.789919309580201
RAB8B	5.38028254105564e-10	0.721909533338487
RAD23B	2.36055031489337e-09	0.710330107798859
RAD51B	8.92877290939e-26	0.881385553898981
RAPGEF1	8.18786951976047e-16	0.796245068640742
RARA	8.63997548309817e-08	0.704352026879974
RBL2	2.78693716543889e-09	0.70110874368227
RBM25	7.39897586706958e-24	0.880700382152171
RBM3	1.52369632821153e-11	0.756280675226461
RBP4	2.02536634252244e-13	0.814609890437732
RBSN	2.00675273481669e-09	0.709788925139823
REEP5	5.21955948736857e-11	0.761486783686245
RIDA	3.01317557534039e-10	0.759960303976708
RNASET2	9.19316039783603e-10	0.744707231839719
RNF13	1.15474476807508e-25	0.894051406580048
RNF130	4.2759916781728e-24	0.889222004892041
RNF34	5.00170820983028e-13	0.802949169262126
ROBO2	6.51470332127442e-11	0.733902323693077
ROMO1	3.0345473157837e-08	0.712842973641332
ROR1	8.49694044737813e-08	0.703147223167646
RPL10	1.14045412646189e-15	0.807400604566625
RPL13A	1.91954695742236e-20	0.849524814016931
RPL14	2.48442269100633e-11	0.755947645587544
RPL21	1.12485777263065e-18	0.843182145844543
RPL27A	3.04330753310008e-17	0.824893568679917
RPL29	2.03389565564466e-21	0.857209840112259
RPL3	3.65528050660343e-19	0.838929177154773
RPL30	4.8527413319372e-11	0.760416032079899
RPL32	2.38756826293375e-10	0.734970461199837
RPL34	8.82849853737295e-11	0.734988147789157
RPL35	7.77354559289342e-17	0.83098731471837
RPL35A	2.46596828501736e-15	0.808821688291996
RPL36A	3.13104247711477e-10	0.739954575724422
RPL7A	5.93824059401285e-12	0.768546723384848
RPL9	2.46278971252543e-10	0.727177686525949
RPLP2	6.63115774255794e-30	0.892158008326163
RPP38	8.92517529038064e-09	0.715222942497127
RPS14	7.01092672330937e-17	0.825733587685588
RPS15	6.54258986318733e-10	0.718104249894996
RPS19	5.74370217858789e-18	0.835372054310163
RPS23	1.32812669186475e-10	0.736334947403057
RPS29	2.51127248954118e-12	0.761825499132012
RPS6KB2	2.36046044151329e-08	0.715781064609293
RPS8	5.16281440794775e-22	0.862630998927122
RPS9	3.02885766235983e-22	0.858356205352352
RRBP1	7.6500870599444e-24	0.884253961358614
RSAD1_ACSF2	4.11147164653149e-21	0.866302413303106
SAE1	8.22873965608706e-13	0.794055781499926
SBF2	5.50991916603956e-14	0.79330195387838
SBNO1	2.02781046717474e-12	0.764455604500399
SC5D	9.31629117012352e-12	0.789499786154991
SCAP	1.11233807272616e-23	0.872287479514809
SCD	6.77234716701791e-49	0.921622705835
SCP2	1.13461765337174e-21	0.872452760385343
SDHA	8.42262059268053e-23	0.879320754430089
SDHB	1.25114632650521e-09	0.752912574401185
SDHC	3.77873313710677e-10	0.752802697494025
SDHD	8.98476075089748e-10	0.704008711105014
SEMA3A	3.26259714603435e-11	0.760975071493285
SEPHS2	3.99079578479342e-11	0.737292970936522
SERF2	5.18141383409445e-10	0.761628772670106
SERHL2	1.82660348676765e-16	0.814211904099228
SERINC3	3.4384216784097e-11	0.771526041414119
SERPINA7	4.66465449019592e-12	0.768697585168792
SERPINC1	1.61927776442775e-10	0.771617969131719
SERPINF2	1.03754150234103e-14	0.823557649049293
SHBG	9.97483766211564e-16	0.784472559029617
SHMT1	3.58714721587658e-10	0.761894038798139
SHTN1	1.22657469853648e-15	0.814042631493971
SIX5	7.12744113266164e-10	0.721003752061703
SKP1	1.57563596448104e-12	0.793151010016736
SLC13A4	4.07183996186932e-18	0.841038739786074
SLC16A10	6.65240988664279e-28	0.898442440410733
SLC16A13	1.84204591268733e-32	0.915922295441064
SLC16A6	2.95219928895599e-10	0.776287468755972
SLC1A1	1.61409500019243e-21	0.856842773382677
SLC1A2	1.53626527737986e-09	0.73264080774289
SLC1A4	3.29409436328219e-42	0.926842473707963
SLC22A16	3.11919625229776e-13	0.807478956047849
SLC22A8	1.57815110292261e-09	0.727164792262206
SLC25A1	9.910805142119e-18	0.822228364794302
SLC25A11	1.05193164773143e-18	0.838761971282864
SLC25A23	2.62540073010379e-10	0.733904080880739
SLC25A27	2.2028393324198e-14	0.820177217675413
SLC25A35	3.16139988665658e-10	0.742179136510992
SLC25A38	5.57454295472553e-16	0.815590658732827
SLC25A48	2.59537367254183e-10	0.704453758439871
SLC26A1	2.11585959629589e-12	0.760696096722129
SLC27A4	5.82244308214264e-13	0.80339112151928
SLC27A5	3.52292796720605e-17	0.846107698801444
SLC29A2	5.80539597198395e-10	0.708626983186009
SLC35G1	1.48849493737075e-20	0.854466818512058
SLC38A3	1.77153119560569e-09	0.708998800212875
SLC41A3	1.87323479368033e-16	0.838469827849739
SLC43A1	2.50553675412358e-14	0.80805674788599
SLC7A2	2.15009603116586e-12	0.811663751433019
SLC8A1	2.44293936665289e-09	0.710164064832032
SLCO1A2	4.33340305011317e-12	0.772889929856746
SMARCA1	5.33211976252729e-14	0.773868215378425
SMARCD2	2.92547484037941e-11	0.777782239349627
SMIM30	2.30132406106656e-10	0.726055474735881
SMLR1	1.45873373141508e-09	0.736429534770552
SMOC1	5.2648682618015e-16	0.835410110816931
SMPD1	9.15231117517789e-10	0.712711492436001
SNRPD1	1.38139916246732e-26	0.894609768445582
SNRPF	6.58988792107361e-13	0.773860205416678
SNTB1	6.47429769292173e-21	0.867315458727801
SNX33	8.28326398343915e-20	0.830335500375711
SNX5	2.0082597590079e-10	0.761082105937663
SNX9	5.73094135820844e-09	0.726752132384979
SOBP	1.32800340113424e-17	0.842141292081136
SOD2_LOC113259616	1.91229482543081e-10	0.730127793584157
SORD	1.0057606211734e-11	0.748411169515275
SPIN1	2.95580375528117e-08	0.711586369506296
SPRN	1.98662921659278e-21	0.868252373168573
SPTSSA	1.60721076884843e-10	0.754159551911248
SQLE	1.57239252864568e-16	0.808422468329713
SQOR	1.89446652635936e-24	0.884286453585792
SRSF2	3.80614022521235e-14	0.792110246475448
SS18	9.59654753636407e-09	0.733194806304694
SSR2	6.99407969573791e-12	0.75030390207323
ST6GAL1	1.01973909711618e-21	0.877062247804794
STARD10	1.90145234140347e-34	0.917724853373681
SUCLG2	4.91476542982859e-23	0.876803263346013
SUOX_RAB5B	2.83568190210291e-18	0.839628241883435
SUSD1	2.86998955107488e-18	0.8444031385594
SYT17	7.98772036789741e-23	0.86403926563852
TALDO1	2.34047405951869e-21	0.872097781309953
TAX1BP1	1.59916103622771e-09	0.742219124312082
TBC1D16	1.579346854013e-13	0.778869128310663
TBC1D4	1.50516686697688e-11	0.781046342941328
TBC1D8	6.99473087698867e-15	0.823228767011649
TCEA3	1.24323443885988e-12	0.772391659305733
TCP11L2	1.14772748487834e-17	0.832303726192281
TET3	1.32200020993039e-11	0.785581043296104
TF	2.29309896731412e-07	0.713564186710746
TFRC	8.16027877827038e-11	0.751707834210022
TGM2	1.49172236931035e-11	0.744568014720652
THOC2	6.41432956118911e-12	0.754904304980346
TKT	1.36703102309283e-10	0.746892708941633
TM7SF2	1.35471470140634e-12	0.750485283693639
TMBIM1	1.18812727454178e-08	0.726387666665475
TMEM192	2.53962157828259e-23	0.877058014453185
TMEM205	9.86532897539898e-21	0.864144973868095
TMEM258	1.21970638625321e-15	0.832673823482615
TMEM263	5.46586255842077e-09	0.700601270130581
TMEM50B	1.21094838931013e-10	0.783708607680781
TMEM59	1.27075572497238e-11	0.787817675032788
TMEM80	6.71399348695851e-14	0.786976884583087
TNKS2	2.53905463873065e-18	0.822975838828833
TOP3B	2.00150914511066e-15	0.8088971638016
TPCN1	1.5648935576344e-11	0.779581626218611
TPM4	1.75232843917361e-14	0.807759370526051
TPP1	5.17838687499611e-19	0.843386288794522
TPRG1L	1.83342681578152e-12	0.797847574940571
TPST1	7.53778653317536e-10	0.738813862016158
TPT1	2.65239114105563e-10	0.717721583832633
TRAP1	7.2328749099618e-11	0.769022055160638
TRIM37	1.3956321138033e-19	0.866796142598084
TRMT112	2.8767570051073e-19	0.843993567704202
TRNAU1AP	1.13349203128726e-08	0.725770084278705
TSPAN33	1.20478432371016e-10	0.760029377437434
TTC36	2.92094342253366e-12	0.780670688315494
TTPAL	5.20234513324338e-09	0.727516869813757
TTYH3	5.24300459499726e-08	0.705625106532198
TUT4	8.44563861583972e-23	0.887664512565941
TXNRD1	1.38343697665916e-17	0.843620323507863
UBA52	3.98184321793705e-14	0.818011070520124
UBE2E3	5.85002215172188e-16	0.817069761588611
UBE4A	9.98235691411058e-12	0.785435956455965
UBR5	1.80068480160869e-09	0.703662827702729
UBXN10	2.9152413062788e-15	0.808383272870271
UBXN2A	6.89920802385385e-09	0.700652995306177
UBXN6	2.55454672476246e-10	0.766711999721048
UCK2	1.9540645316731e-19	0.855131081670727
ULK2	3.97531166359e-10	0.723403561753244
UNK	9.30491317139724e-14	0.777058488766809
UROC1	8.5400664461388e-18	0.826487655942725
USP32	9.78277479439974e-23	0.875610761338608
VASH2	5.521678965985e-15	0.804193989656497
VDAC1	9.84825318574887e-16	0.827769142486207
VDAC2	1.24262697606598e-07	0.705793388217413
VPS13C	2.7426281106104e-10	0.759063170430754
VPS53	2.67302085936e-15	0.824196850458386
WDFY2	7.63585841837919e-10	0.745443005404364
WDR33	2.83999377217922e-08	0.708177742250344
WDR45	4.97303636700751e-23	0.87605641631017
WIPI1	7.67000111885159e-17	0.82999445835773
WIPI2	1.18739005013088e-10	0.701973683026915
WWTR1	2.4386166219831e-08	0.719770261122352
ZBTB22	5.87676773875404e-14	0.813533769254148
ZCCHC9	2.1598045315917e-11	0.749754602722798
ZDHHC4	4.28460964363182e-10	0.7507251061246
ZHX3	7.62102430485859e-13	0.764006163737663
ZMYM4	6.11788406324934e-16	0.810650850130318
ZNF165	7.88845523543832e-28	0.902416099891981
ZNF2	2.41276998858628e-10	0.759763578980745
ZNF217	6.14260036685695e-14	0.804058596634687
ZNF391	1.09029850635825e-11	0.769411601675844
ZNF514	1.93517991685349e-13	0.801082736867479
ZNF697	2.17206557576209e-21	0.875678369859423
ZPLD1	1.01705045435466e-29	0.900618288794415
novelGene_1286	3.56807028535662e-38	0.929873945923119
novelGene_1302	5.32677093138389e-17	0.820726348388405
novelGene_1330	5.99164610732975e-24	0.889784200641868
novelGene_146	2.09232602949296e-13	0.791106656349966
novelGene_2244	3.08408415557455e-12	0.754593511634079
novelGene_2956	1.54629768631153e-11	0.785144882446714
novelGene_551	5.75563034951798e-12	0.72379208596851
novelGene_86	1.63845111459156e-10	0.729262266561787
novelGene_EIF4B_AS	2.0089254464433e-13	0.785053041602798
novelGene_LOC113246692_AS	6.64412433206697e-23	0.873977356877439
novelGene_LOC113246873_AS	3.42131377560423e-10	0.744386542268782
novelGene_LOC113250400_AS	1.29915703938515e-17	0.87464289600774
novelGene_LOC113252871_AS	1.82527321750409e-27	0.886462723373955
novelGene_MARVELD3_AS	6.77517106751824e-11	0.763542599514569
novelGene_SHLD2_AS	1.43184337180457e-12	0.764120684740914
novelGene_ZBP1_AS	1.0050065655307e-33	0.896383568974048
novelGene_ZBTB16_AS	4.24463909689369e-12	0.799856518487954
